system:index,aClass,dClass,eClass,finalCla_1,finalClass,include,lat,lon,pointID,random,sysID,v1_2_Class,.geo
000000000000000001d1,0,0,0,0,1,1,-39.24351513,-62.35822669,,0.77249028,1_1_1077,0,"{""type"":""Point"",""coordinates"":[-62.358227336297034,-39.24351385993277]}"
000000000000000001d2,0,0,0,0,1,1,38.65389422,-77.14000459,,0.772935969,1_1_892,0,"{""type"":""Point"",""coordinates"":[-77.1400046372364,38.65389584583773]}"
000000000000000001d3,0,0,0,0,1,1,-0.418328804,-50.68461965,,0.773398096,1_1_1025,0,"{""type"":""Point"",""coordinates"":[-50.68462183365156,-0.4183305653290251]}"
000000000000000001d6,0,0,0,0,1,1,-10.01233508,142.5879115,,0.774930609,1_1_744,0,"{""type"":""Point"",""coordinates"":[142.58791187975874,-10.012336191476825]}"
000000000000000001d8,0,0,0,0,1,1,-0.081460575,9.978611083,,0.775487308,1_1_200,0,"{""type"":""Point"",""coordinates"":[9.978612010209615,-0.08145885804434931]}"
000000000000000001da,0,0,0,0,1,1,-25.60259763,113.7879237,,0.776346176,1_1_282,0,"{""type"":""Point"",""coordinates"":[113.78792482406993,-25.602597563517527]}"
000000000000000001db,0,0,0,0,1,1,23.75982781,-16.18032982,,0.779423224,1_1_22,0,"{""type"":""Point"",""coordinates"":[-16.180329755342143,23.759829462170483]}"
000000000000000001dc,0,0,0,0,1,1,-20.88194994,35.18533779,,0.779572235,1_1_215,0,"{""type"":""Point"",""coordinates"":[35.18533950040432,-20.881947937781778]}"
000000000000000001dd,0,0,0,0,1,1,59.47684327,-162.5832632,,0.780341945,1_1_697,0,"{""type"":""Point"",""coordinates"":[-162.5832612141849,59.476845417581366]}"
000000000000000001df,0,0,0,0,1,1,-9.540720454,13.04635776,,0.78283068,1_1_196,0,"{""type"":""Point"",""coordinates"":[13.046357598352987,-9.540719368559122]}"
000000000000000001e3,0,0,0,0,1,1,10.55010164,79.97982824,,0.786585578,1_1_471,0,"{""type"":""Point"",""coordinates"":[79.97982773413395,10.550103778522399]}"
000000000000000001e6,0,0,0,0,1,1,54.1633084,155.5730598,,0.788161651,1_1_702,0,"{""type"":""Point"",""coordinates"":[155.57305939795106,54.16330925667841]}"
000000000000000001e7,0,0,0,0,1,1,-25.05013283,113.6082607,,0.789160921,1_1_295,0,"{""type"":""Point"",""coordinates"":[113.60825872442449,-25.050132779399796]}"
000000000000000001e8,0,0,0,0,1,1,-0.584516232,117.5922889,,0.79,1_2_174,0,"{""type"":""Point"",""coordinates"":[117.59228715163626,-0.5845168024898995]}"
000000000000000001e9,0,0,0,0,1,1,2.222719012,-50.07376616,,0.791440436,1_1_919,0,"{""type"":""Point"",""coordinates"":[-50.073765121238964,2.2227191839090596]}"
000000000000000001ea,0,0,0,0,1,1,-24.26410696,113.6711427,,0.792869764,1_1_288,0,"{""type"":""Point"",""coordinates"":[113.67114096748017,-24.264104741203624]}"
000000000000000001eb,0,0,0,0,1,1,24.69856637,54.53055641,,0.793445309,1_1_498,0,"{""type"":""Point"",""coordinates"":[54.530556360339155,24.69856833414402]}"
000000000000000001ec,0,0,0,0,1,1,32.67560604,-80.17181866,,0.795747411,1_1_870,0,"{""type"":""Point"",""coordinates"":[-80.17181878909112,32.67560581808917]}"
000000000000000001ed,0,0,0,0,1,1,-11.67421834,129.9980229,,0.797212331,1_1_343,0,"{""type"":""Point"",""coordinates"":[129.99802353804486,-11.674216399489783]}"
000000000000000001ee,0,0,0,0,1,1,-40.63590291,145.6332012,,0.798915948,1_1_1091,0,"{""type"":""Point"",""coordinates"":[145.63320143499692,-40.63590383667969]}"
000000000000000001ef,0,0,0,0,1,1,49.61334151,-67.18667131,,0.8,1_2_117,0,"{""type"":""Point"",""coordinates"":[-67.18667127089877,49.61334064196541]}"
000000000000000001f0,0,0,0,0,1,1,-33.68743513,124.123041,,0.800594324,1_1_258,0,"{""type"":""Point"",""coordinates"":[124.12304196350253,-33.68743381542973]}"
000000000000000001f2,0,0,0,0,1,1,3.925025566,8.487407721,,0.803146782,1_1_86,0,"{""type"":""Point"",""coordinates"":[8.487408354118351,3.925025602072558]}"
000000000000000001f3,0,0,0,0,1,1,31.51677933,32.99793919,,0.804076391,1_1_137,0,"{""type"":""Point"",""coordinates"":[32.99794085593961,31.51677909542071]}"
000000000000000001f6,0,0,0,0,1,1,54.63941549,21.31984057,,0.810029067,1_1_557,0,"{""type"":""Point"",""coordinates"":[21.319840579432274,54.63941639435693]}"
000000000000000001f7,0,0,0,0,1,1,-21.39848123,43.44983745,,0.810619892,1_1_232,0,"{""type"":""Point"",""coordinates"":[43.449837392860914,-21.398481285610846]}"
000000000000000001f8,0,0,0,0,1,1,6.067507504,-57.53427365,,0.811079279,1_1_928,0,"{""type"":""Point"",""coordinates"":[-57.534273716456106,6.067507721625914]}"
000000000000000001fa,0,0,0,0,1,1,-3.984640458,56.03523539,,0.81449197,1_1_251,0,"{""type"":""Point"",""coordinates"":[56.03523541981394,-3.9846393240560767]}"
000000000000000001fb,0,0,0,0,1,1,-36.93035328,-56.95935277,,0.815151211,1_1_1065,0,"{""type"":""Point"",""coordinates"":[-56.95935289943322,-36.93035518845773]}"
000000000000000001fc,0,0,0,0,1,1,43.41496519,-124.2701166,,0.818344217,1_1_673,0,"{""type"":""Point"",""coordinates"":[-124.27011649354836,43.41496722262296]}"
000000000000000001ff,0,0,0,0,1,1,8.326770429,-59.15124205,,0.819252971,1_1_942,0,"{""type"":""Point"",""coordinates"":[-59.15124185865876,8.326769238667964]}"
00000000000000000201,0,0,0,0,1,1,-28.49068125,-48.63197014,,0.820052174,1_1_1057,0,"{""type"":""Point"",""coordinates"":[-48.63196830481988,-28.490681511116513]}"
00000000000000000202,0,0,0,0,1,1,51.69743206,0.981982674,,0.822544382,1_1_596,0,"{""type"":""Point"",""coordinates"":[0.9819832339898514,51.6974308332239]}"
00000000000000000203,0,0,0,0,1,1,-36.05449499,139.825593,,0.825942187,1_1_782,0,"{""type"":""Point"",""coordinates"":[139.8255924182711,-36.05449410043883]}"
00000000000000000204,0,0,0,0,1,1,23.6655047,58.21814152,,0.826782941,1_1_500,0,"{""type"":""Point"",""coordinates"":[58.21814374951783,23.665506097586945]}"
00000000000000000205,0,0,0,0,1,1,-39.12224256,147.0166059,,0.828655285,1_1_795,0,"{""type"":""Point"",""coordinates"":[147.01660632312115,-39.12224414768326]}"
00000000000000000206,0,0,0,0,1,1,30.42532627,-81.65403976,,0.8292512,1_1_867,0,"{""type"":""Point"",""coordinates"":[-81.65404181566073,30.425324930568756]}"
00000000000000000207,0,0,0,0,1,1,-23.94520504,-45.75736125,,0.830888627,1_1_1042,0,"{""type"":""Point"",""coordinates"":[-45.75735976060441,-23.945203211164337]}"
00000000000000000208,0,0,0,0,1,1,55.50628884,10.98023172,,0.831409834,1_1_550,0,"{""type"":""Point"",""coordinates"":[10.980233125238842,55.50628793465207]}"
0000000000000000020a,0,0,0,0,1,1,-1.914023742,-50.46453331,,0.832088487,1_1_1018,0,"{""type"":""Point"",""coordinates"":[-50.464533982956645,-1.9140245361811092]}"
0000000000000000020b,0,0,0,0,1,1,10.89595212,-74.5708238,,0.832228712,1_1_994,0,"{""type"":""Point"",""coordinates"":[-74.57082221967671,10.895951656227659]}"
0000000000000000020d,0,0,0,0,1,1,-2.767422358,9.713608076,,0.833096663,1_1_205,0,"{""type"":""Point"",""coordinates"":[9.713607634603326,-2.767420673092741]}"
00000000000000000213,0,0,0,0,1,1,-15.14171531,46.96674266,,0.83772162,1_1_241,0,"{""type"":""Point"",""coordinates"":[46.966743771016844,-15.14171593797353]}"
00000000000000000216,0,0,0,0,1,1,25.2061154,-15.02150311,,0.838783934,1_1_25,0,"{""type"":""Point"",""coordinates"":[-15.021503032673682,25.206116593350387]}"
00000000000000000217,0,0,0,0,1,1,52.80235985,-78.73002264,,0.839059488,1_1_622,0,"{""type"":""Point"",""coordinates"":[-78.73002197267203,52.80236040145936]}"
00000000000000000218,0,0,0,0,1,1,30.21422218,-88.79564533,,0.840368282,1_1_855,0,"{""type"":""Point"",""coordinates"":[-88.79564442173753,30.214222168496526]}"
0000000000000000021a,0,0,0,0,1,1,-19.97015993,35.28415157,,0.842837508,1_1_221,0,"{""type"":""Point"",""coordinates"":[35.284153179748685,-19.970159872575273]}"
0000000000000000021f,0,0,0,0,1,1,-40.5415798,-62.74450316,,0.845942026,1_1_1082,0,"{""type"":""Point"",""coordinates"":[-62.74450142415283,-40.54158047209613]}"
00000000000000000220,0,0,0,0,1,1,22.47074448,115.6743858,,0.847175284,1_1_417,0,"{""type"":""Point"",""coordinates"":[115.67438765663971,22.47074347952876]}"
00000000000000000221,0,0,0,0,1,1,39.58365143,-123.7850254,,0.847710248,1_1_822,0,"{""type"":""Point"",""coordinates"":[-123.78502426724712,39.58364962918858]}"
00000000000000000223,0,0,0,0,1,1,-9.43292262,141.6671393,,0.85,1_2_23,0,"{""type"":""Point"",""coordinates"":[141.6671387259295,-9.432920600592068]}"
00000000000000000224,0,0,0,0,1,1,53.74110021,9.700132448,,0.85193887,1_1_567,0,"{""type"":""Point"",""coordinates"":[9.700132231219811,53.74109927343289]}"
00000000000000000225,0,0,0,0,1,1,15.5806663,-83.55397568,,0.852139266,1_1_997,0,"{""type"":""Point"",""coordinates"":[-83.55397559251296,15.58066538657369]}"
00000000000000000226,0,0,0,0,1,1,-41.75879701,-65.04418937,,0.852296873,1_1_1085,0,"{""type"":""Point"",""coordinates"":[-65.04418915134542,-41.758799123059475]}"
00000000000000000227,0,0,0,0,1,1,18.43281731,37.87579115,,0.85245297,1_1_148,0,"{""type"":""Point"",""coordinates"":[37.875791630213534,18.432817897884007]}"
00000000000000000228,0,0,0,0,1,1,2.573061971,107.6164978,,0.853210237,1_1_407,0,"{""type"":""Point"",""coordinates"":[107.61649775239347,2.573061835476196]}"
00000000000000000229,0,0,0,0,1,1,9.597886548,-62.13813945,,0.853420867,1_1_902,0,"{""type"":""Point"",""coordinates"":[-62.138139485602096,9.597885044064299]}"
0000000000000000022a,0,0,0,0,1,1,59.88557582,-165.0446461,,0.853643626,1_1_694,0,"{""type"":""Point"",""coordinates"":[-165.04464486377753,59.88557553834232]}"
0000000000000000022b,0,0,0,0,1,1,21.81048365,-105.7199052,,0.854764327,1_1_828,0,"{""type"":""Point"",""coordinates"":[-105.71990384223027,21.810484386545028]}"
0000000000000000022e,0,0,0,0,1,1,33.83892433,11.19582739,,0.858609483,1_1_123,0,"{""type"":""Point"",""coordinates"":[11.195826202071895,33.83892285551845]}"
00000000000000000233,0,0,0,0,1,1,17.48509559,83.32156107,,0.867661743,1_1_467,0,"{""type"":""Point"",""coordinates"":[83.3215627865063,17.48509393728778]}"
00000000000000000234,0,0,0,0,1,1,-35.30440173,137.0003905,,0.871891816,1_1_777,0,"{""type"":""Point"",""coordinates"":[137.00039071372782,-35.30440195763238]}"
00000000000000000236,0,0,0,0,1,1,34.82707113,-77.24331175,,0.872442808,1_1_890,0,"{""type"":""Point"",""coordinates"":[-77.24331309044264,34.82707302626521]}"
00000000000000000238,0,0,0,0,1,1,18.43281731,37.87579115,,0.874305135,1_1_147,0,"{""type"":""Point"",""coordinates"":[37.875791630213534,18.432817897884007]}"
0000000000000000023a,0,0,0,0,1,1,35.90055879,129.6027651,,0.87443401,1_1_423,0,"{""type"":""Point"",""coordinates"":[129.6027643615664,35.900557013871776]}"
0000000000000000023b,0,0,0,0,1,1,-1.19537152,-47.28449722,,0.875004593,1_1_1040,0,"{""type"":""Point"",""coordinates"":[-47.2844993120854,-1.1953735149025038]}"
0000000000000000023d,0,0,0,0,1,1,59.13099099,146.8459269,,0.877795866,1_1_704,0,"{""type"":""Point"",""coordinates"":[146.8459253120984,59.130993080775056]}"
0000000000000000023e,0,0,0,0,1,1,-33.97040444,151.0455508,,0.878849101,1_1_790,0,"{""type"":""Point"",""coordinates"":[151.04555127524426,-33.97040390918035]}"
00000000000000000242,0,0,0,0,1,1,9.777550501,-82.87125697,,0.87962862,1_1_1003,0,"{""type"":""Point"",""coordinates"":[-82.87125600752302,9.77755114370974]}"
00000000000000000243,0,0,0,0,1,1,46.37042336,-61.88211959,,0.88,1_2_37,0,"{""type"":""Point"",""coordinates"":[-61.88212019861851,46.37042372803847]}"
00000000000000000244,0,0,0,0,1,1,-9.190377495,140.6924672,,0.88,1_2_15,0,"{""type"":""Point"",""coordinates"":[140.6924684176673,-9.190376716991986]}"
00000000000000000245,0,0,0,0,1,1,-33.19336083,-58.8188645,,0.881495783,1_1_1072,0,"{""type"":""Point"",""coordinates"":[-58.81886492523596,-33.19336095960687]}"
00000000000000000246,0,0,0,0,1,1,25.36332058,-15.01701243,,0.884119876,1_1_26,0,"{""type"":""Point"",""coordinates"":[-15.017012717912861,25.363322200989625]}"
00000000000000000247,0,0,0,0,1,1,-38.65062614,-62.43458349,,0.884640228,1_1_1075,0,"{""type"":""Point"",""coordinates"":[-62.43458498273624,-38.65062732476555]}"
00000000000000000248,0,0,0,0,1,1,-1.783767128,-50.93614883,,0.885347272,1_1_1020,0,"{""type"":""Point"",""coordinates"":[-50.93615080587435,-1.7837652762078477]}"
00000000000000000249,0,0,0,0,1,1,19.21884318,72.63160926,,0.885877659,1_1_482,0,"{""type"":""Point"",""coordinates"":[72.63160822164468,19.218841476979122]}"
0000000000000000024a,0,0,0,0,1,1,47.50230061,-2.642719474,,0.887008932,1_1_602,0,"{""type"":""Point"",""coordinates"":[-2.6427174530320734,47.5022996439399]}"
0000000000000000024d,0,0,0,0,1,1,43.48233974,-5.095120183,,0.890531277,1_1_35,0,"{""type"":""Point"",""coordinates"":[-5.095120473103077,43.482339780439474]}"
0000000000000000024e,0,0,0,0,1,1,-16.9518215,138.3568466,,0.890609705,1_1_761,0,"{""type"":""Point"",""coordinates"":[138.356844795085,-16.951821124104082]}"
00000000000000000250,0,0,0,0,1,1,-2.628184388,-39.83746267,,0.895960512,1_1_19,0,"{""type"":""Point"",""coordinates"":[-39.83746166115071,-2.628185242698893]}"
00000000000000000251,0,0,0,0,1,1,8.605248165,-61.1005862,,0.898483709,1_1_950,0,"{""type"":""Point"",""coordinates"":[-61.100586934284216,8.605249017657764]}"
00000000000000000252,0,0,0,0,1,1,55.16043835,138.4556622,,0.899446959,1_1_710,0,"{""type"":""Point"",""coordinates"":[138.45566293353042,55.16044005694682]}"
00000000000000000253,0,0,0,0,1,1,-34.08269295,23.08053852,,0.9,1_2_126,0,"{""type"":""Point"",""coordinates"":[23.080538925890647,-34.082692991908225]}"
00000000000000000256,0,0,0,0,1,1,-24.0485122,113.6441942,,0.906681465,1_1_291,0,"{""type"":""Point"",""coordinates"":[113.64419461981421,-24.04851166437057]}"
00000000000000000257,0,0,0,0,1,1,59.99337455,164.5786696,,0.907185418,1_1_707,0,"{""type"":""Point"",""coordinates"":[164.57866880369244,59.993374306309406]}"
00000000000000000258,0,0,0,0,1,1,-6.423566439,134.7725686,,0.91,1_2_137,0,"{""type"":""Point"",""coordinates"":[134.7725703182136,-6.423566940743568]}"
00000000000000000259,0,0,0,0,1,1,12.46800476,92.69997347,,0.91,1_2_124,0,"{""type"":""Point"",""coordinates"":[92.69997533582105,12.468003273518951]}"
0000000000000000025a,0,0,0,0,1,1,37.00997726,126.4002711,,0.91,1_2_125,0,"{""type"":""Point"",""coordinates"":[126.40026919868892,37.00997689686805]}"
0000000000000000025b,0,0,0,0,1,1,53.92076327,9.071311754,,0.91,1_2_132,0,"{""type"":""Point"",""coordinates"":[9.071309800662876,53.920765373078325]}"
0000000000000000025d,0,0,0,0,1,1,-32.35792852,127.8061336,,0.911770838,1_1_266,0,"{""type"":""Point"",""coordinates"":[127.80613457881934,-32.357930540839575]}"
0000000000000000025e,0,0,0,0,1,1,-14.63416718,128.6236005,,0.912259045,1_1_327,0,"{""type"":""Point"",""coordinates"":[128.6235992794423,-14.63416767876716]}"
00000000000000000262,0,0,0,0,1,1,-19.89380314,34.79906132,,0.915693607,1_1_217,0,"{""type"":""Point"",""coordinates"":[34.799060953447466,-19.893802226136067]}"
00000000000000000264,0,0,0,0,1,1,45.85838365,142.9337638,,0.91912056,1_1_718,0,"{""type"":""Point"",""coordinates"":[142.93376421656504,45.85838515407128]}"
00000000000000000266,0,0,0,0,1,1,-1.851141673,131.0400686,,0.919474443,1_1_358,0,"{""type"":""Point"",""coordinates"":[131.0400664041236,-1.8511422931254151]}"
00000000000000000267,0,0,0,0,1,1,56.94359418,-169.2622373,,0.92,1_2_7,0,"{""type"":""Point"",""coordinates"":[-169.26223654506774,56.94359443631034]}"
00000000000000000268,0,0,0,0,1,1,-4.82905682,116.1639676,,0.920940067,1_1_360,0,"{""type"":""Point"",""coordinates"":[116.16396573860068,-4.829054831446068]}"
00000000000000000269,0,0,0,0,1,1,-39.0773259,143.7467392,,0.921567308,1_1_1094,0,"{""type"":""Point"",""coordinates"":[143.74673860242717,-39.07732762277191]}"
0000000000000000026b,0,0,0,0,1,1,31.02719841,-9.919073227,,0.92396066,1_1_39,0,"{""type"":""Point"",""coordinates"":[-9.919074092944005,31.027196554358667]}"
0000000000000000026c,0,0,0,0,1,1,27.91004439,51.97934102,,0.924403886,1_1_490,0,"{""type"":""Point"",""coordinates"":[51.97933966092379,27.910044126543113]}"
0000000000000000026e,0,0,0,0,1,1,24.84678839,66.97222301,,0.930116129,1_1_502,0,"{""type"":""Point"",""coordinates"":[66.97222418303646,24.846788853160557]}"
0000000000000000026f,0,0,0,0,1,1,20.10368462,40.53929685,,0.931207523,1_1_154,0,"{""type"":""Point"",""coordinates"":[40.539297412356774,20.10368319451966]}"
00000000000000000270,0,0,0,0,1,1,21.15022102,59.21976216,,0.934530559,1_1_501,0,"{""type"":""Point"",""coordinates"":[59.219760405446,21.150220834460246]}"
00000000000000000271,0,0,0,0,1,1,-34.83727779,138.4736276,,0.935051359,1_1_781,0,"{""type"":""Point"",""coordinates"":[138.47362865167474,-34.83727990857654]}"
00000000000000000272,0,0,0,0,1,1,58.46623858,-93.73637936,,0.935988436,1_1_653,0,"{""type"":""Point"",""coordinates"":[-93.73637743906716,58.466239213929455]}"
00000000000000000273,0,0,0,0,1,1,34.23867553,-76.51567548,,0.93813888,1_1_887,0,"{""type"":""Point"",""coordinates"":[-76.51567698054134,34.238676805858816]}"
00000000000000000274,0,0,0,0,1,1,-32.08843304,131.682365,,0.93895025,1_1_265,0,"{""type"":""Point"",""coordinates"":[131.68236423806403,-32.08843139137141]}"
00000000000000000275,0,0,0,0,1,1,4.553846261,5.770004005,,0.939585755,1_1_95,0,"{""type"":""Point"",""coordinates"":[5.770005417542111,4.553848032629496]}"
00000000000000000276,0,0,0,0,1,1,11.12502252,-16.19829612,,0.94,1_2_139,0,"{""type"":""Point"",""coordinates"":[-16.198295473486475,11.12502459554528]}"
00000000000000000277,0,0,0,0,1,1,55.12450484,17.43013542,,0.94,1_2_113,0,"{""type"":""Point"",""coordinates"":[17.430135516804064,55.1245041615571]}"
00000000000000000278,0,0,0,0,1,1,37.36032022,24.90861101,,0.944295187,1_1_127,0,"{""type"":""Point"",""coordinates"":[24.908609830165528,37.36031954843519]}"
00000000000000000279,0,0,0,0,1,1,-13.3944921,48.24684193,,0.945491673,1_1_244,0,"{""type"":""Point"",""coordinates"":[48.24684020593481,-13.394492994898668]}"
0000000000000000027a,0,0,0,0,1,1,3.368070992,-50.86877518,,0.949448826,1_1_924,0,"{""type"":""Point"",""coordinates"":[-50.868773788956766,3.368070503194008]}"
0000000000000000027b,0,0,0,0,1,1,-18.69006156,36.4968772,,0.951261514,1_1_223,0,"{""type"":""Point"",""coordinates"":[36.49687705685015,-18.690063437657297]}"
0000000000000000027c,0,0,0,0,1,1,34.59350916,-77.39153377,,0.951600073,1_1_889,0,"{""type"":""Point"",""coordinates"":[-77.39153360945917,34.59350977218677]}"
0000000000000000027d,0,0,0,0,1,1,56.5977419,-154.7499531,,0.951875106,1_1_688,0,"{""type"":""Point"",""coordinates"":[-154.74995393449547,56.59774209950403]}"
0000000000000000027e,0,0,0,0,1,1,14.92938862,-83.45965258,,0.951998931,1_1_995,0,"{""type"":""Point"",""coordinates"":[-83.45965222792941,14.929386923111595]}"
0000000000000000027f,0,0,0,0,1,1,-15.89180947,137.6247196,,0.952387877,1_1_755,0,"{""type"":""Point"",""coordinates"":[137.62471837042287,-15.891808080779976]}"
00000000000000000281,0,0,0,0,1,1,35.41546854,133.2005169,,0.952465229,1_1_422,0,"{""type"":""Point"",""coordinates"":[133.20051870092232,35.41546924667161]}"
00000000000000000283,0,0,0,0,1,1,-30.30976879,153.1521001,,0.956788958,1_1_801,0,"{""type"":""Point"",""coordinates"":[153.15210195850895,-30.30976732676871]}"
00000000000000000285,0,0,0,0,1,1,-19.03142137,121.2304658,,0.960456167,1_1_308,0,"{""type"":""Point"",""coordinates"":[121.23046770114273,-19.031421000601743]}"
0000000000000000028a,0,0,0,0,1,1,-55.97912786,-68.00413911,,0.966864229,1_1_1102,0,"{""type"":""Point"",""coordinates"":[-68.0041404306228,-55.979126551258425]}"
0000000000000000028c,0,0,0,0,1,1,-16.76766597,122.1108148,,0.967681846,1_1_314,0,"{""type"":""Point"",""coordinates"":[122.11081464482137,-16.767664709697822]}"
0000000000000000028d,0,0,0,0,1,1,16.90568134,-25.04221004,,0.969414507,1_1_21,0,"{""type"":""Point"",""coordinates"":[-25.042208956827825,16.90568280550407]}"
0000000000000000028f,0,0,0,0,1,1,-33.2562429,134.8174853,,0.97330599,1_1_260,0,"{""type"":""Point"",""coordinates"":[134.81748684312498,-33.25624320266257]}"
00000000000000000290,0,0,0,0,1,1,10.97230982,-63.19815148,,0.974780454,1_1_901,0,"{""type"":""Point"",""coordinates"":[-63.1981525289262,10.972309302666865]}"
00000000000000000291,0,0,0,0,1,1,31.44940659,30.69825297,,0.976800319,1_1_129,0,"{""type"":""Point"",""coordinates"":[30.69825312874702,31.449406537604197]}"
00000000000000000292,0,0,0,0,1,1,-33.70090896,26.9073616,,0.977871793,1_1_210,0,"{""type"":""Point"",""coordinates"":[26.90736174546317,-33.70090921881324]}"
00000000000000000293,0,0,0,0,1,1,44.66811501,-67.26302901,,0.98,1_2_145,0,"{""type"":""Point"",""coordinates"":[-67.26302891733799,44.668112850773916]}"
00000000000000000295,0,0,0,0,1,1,-38.95605424,-58.41013194,,0.984128935,1_1_1063,0,"{""type"":""Point"",""coordinates"":[-58.41013034537395,-38.95605345142133]}"
00000000000000000296,0,0,0,0,1,1,-25.29267796,113.0333389,,0.984618808,1_1_284,0,"{""type"":""Point"",""coordinates"":[113.03333790740162,-25.292676662999877]}"
00000000000000000298,0,0,0,0,1,1,31.06313012,18.30599371,,0.985540078,1_1_118,0,"{""type"":""Point"",""coordinates"":[18.305992145721902,31.06312799064734]}"
00000000000000000299,0,0,0,0,1,1,-11.76405077,135.6843586,,0.985680215,1_1_749,0,"{""type"":""Point"",""coordinates"":[135.68435838342012,-11.764049449312504]}"
0000000000000000029b,0,0,0,0,1,1,40.88171611,-72.06452327,,0.988257559,1_1_896,0,"{""type"":""Point"",""coordinates"":[-72.06452204517271,40.88171624135194]}"
0000000000000000029c,0,0,0,0,1,1,31.55271195,31.78521356,,0.991471957,1_1_136,0,"{""type"":""Point"",""coordinates"":[31.785212519737094,31.552710531709362]}"
0000000000000000029d,0,0,0,0,1,1,3.525275267,9.295890573,,0.99337403,1_1_85,0,"{""type"":""Point"",""coordinates"":[9.295892425219678,3.525276110833243]}"
000000000000000002a2,0,0,0,0,1,1,-16.17927036,137.9660803,,0.995945836,1_1_764,0,"{""type"":""Point"",""coordinates"":[137.96608039246837,-16.17926848929142]}"
000000000000000002a4,0,0,0,0,1,1,-35.05287435,117.3946605,,0.996952657,1_1_255,0,"{""type"":""Point"",""coordinates"":[117.39465979294752,-35.05287298540961]}"
000000000000000002a5,0,0,0,0,1,1,59.45438538,164.7673167,,0.996961642,1_1_708,0,"{""type"":""Point"",""coordinates"":[164.76731553285953,59.45438492557516]}"
000000000000000002b8,0,0,0,2,2,1,34.8899532,33.62226831,,0.839449977,1_1_128,2,"{""type"":""Point"",""coordinates"":[33.62226851263467,34.889955269320915]}"
000000000000000002bd,0,0,0,2,2,1,18.60798969,37.92519849,,0.831190186,1_1_145,0,"{""type"":""Point"",""coordinates"":[37.925198469885714,18.607989223667573]}"
000000000000000002be,0,0,0,2,2,1,18.60798969,37.92519849,,0.634085141,1_1_146,0,"{""type"":""Point"",""coordinates"":[37.925198469885714,18.607989223667573]}"
000000000000000002fd,0,0,0,2,2,1,34.01409671,120.3546093,,0.789093922,1_1_436,2,"{""type"":""Point"",""coordinates"":[120.35461107222488,34.01409864040308]}"
0000000000000000033e,0,0,0,2,2,1,52.5643072,156.2467954,,0.085894855,1_1_700,0,"{""type"":""Point"",""coordinates"":[156.2467938943183,52.56430683262009]}"
0000000000000000033f,0,0,0,2,2,1,52.5643072,156.2467954,,0.050686719,1_1_701,0,"{""type"":""Point"",""coordinates"":[156.2467938943183,52.56430683262009]}"
00000000000000000340,0,0,0,2,2,1,40.90866647,121.1675837,,0.578766751,1_1_709,2,"{""type"":""Point"",""coordinates"":[121.16758545808703,40.908667048118964]}"
00000000000000000365,0,0,0,2,2,1,7.172435296,-58.35623303,,0.993910328,1_1_932,0,"{""type"":""Point"",""coordinates"":[-58.35623319094095,7.172437289861374]}"
00000000000000000369,0,0,0,2,2,1,7.217351959,-58.41911509,,0.920031558,1_1_937,0,"{""type"":""Point"",""coordinates"":[-58.41911543399664,7.217353814772732]}"
00000000000000000374,0,0,0,2,2,1,11.01273311,-71.15722574,,0.077388831,1_1_985,2,"{""type"":""Point"",""coordinates"":[-71.15722429472702,11.012731053716355]}"
00000000000000000377,0,0,0,2,2,1,-12.07846022,-77.12203829,,0.580680135,1_1_1013,0,"{""type"":""Point"",""coordinates"":[-77.12203891909208,-12.07846066459097]}"
00000000000000000378,0,0,0,2,2,1,-11.9661717,-77.15347932,,0.466878667,1_1_1014,0,"{""type"":""Point"",""coordinates"":[-77.15348004061993,-11.966171581863097]}"
00000000000000000387,0,0,0,2,2,1,-5.956442494,12.73643899,,0.46,1_2_183,0,"{""type"":""Point"",""coordinates"":[12.736441156936394,-5.9564404325866835]}"
0000000000000000038a,0,0,0,2,2,1,55.14247115,-162.628178,,0.87,1_2_141,2,"{""type"":""Point"",""coordinates"":[-162.62817773909626,55.14246987970143]}"
0000000000000000038b,0,0,0,2,2,1,-0.840536086,-47.01949421,,0.4,1_2_143,2,"{""type"":""Point"",""coordinates"":[-47.019494936479106,-0.8405360894734947]}"
00000000000000000390,0,0,0,2,2,1,-3.286306331,-44.75865026,,0.978358658,2_78039,0,"{""type"":""Point"",""coordinates"":[-44.75865043856308,-3.2863084262780244]}"
0000000000000000039e,0,0,0,2,2,1,32.82596875,-8.915869758,,0.795319076,2_60785,2,"{""type"":""Point"",""coordinates"":[-8.915869997040804,32.82596670561136]}"
000000000000000003a3,0,0,0,2,2,1,9.559602147,-13.49727768,,0.397317468,2_84098,0,"{""type"":""Point"",""coordinates"":[-13.497279733281651,9.559603661520462]}"
000000000000000003a7,0,0,0,2,2,1,4.529036589,6.624983656,,0.891360967,2_65909,0,"{""type"":""Point"",""coordinates"":[6.624984535327716,4.5290375943681225]}"
000000000000000003b9,0,0,0,2,2,1,-16.31187697,44.44405776,,0.436489145,2_85692,2,"{""type"":""Point"",""coordinates"":[44.44405640014142,-16.311877695519843]}"
000000000000000003bc,0,0,0,2,2,1,-19.81530745,34.83208339,,0.82600189,2_85312,2,"{""type"":""Point"",""coordinates"":[34.832085055849284,-19.81530867029226]}"
000000000000000003bd,0,0,0,2,2,1,-33.82902489,122.0584969,,0.321463229,2_81750,2,"{""type"":""Point"",""coordinates"":[122.05849601216131,-33.8290236511798]}"
